"#CODE	";ENGLISH;SPANISH;FRENCH;GERMAN;;;;;;;;;;x
"	";;;;;;;;;;;;;;x
wc_dwarf_armory5;The Great Forge and Anvil;;;;;;;;;;;;;x
wc_dwarf_armory5_desc;The Great Forge is the very heart and soul of Dwarven culture, and it is the birthplace of all Dwarven inventions and weapons. Gigantic bellows and large cauldrons fuel the sweltering heat of Ironforge as falls of magma are smelted into metals soon be shaped by the ever-ingenious Dwarven craftsmen of Ironforge. In the center of this magnificent forge lays the Great Anvil. It is said that the holy blade, Ashbringer, was forged upon the Great Anvil itself by King Magni Bronzebeard.;;;;;;;;;;;;;x
tp_sunwell;The Sunwell;;;;;;;;;;;;;x
tp_sunwell_desc;A sacred fount of untold power, the Sunwell saturates every fiber of the the High Elves. It was created from a vial containing a sample of water from the Well of Eternity, and it lies at the convergence of power leylines buried below Quel'Thalas. This holy well also maintains the enchantments keeping the Eversong Woods in a period of eternal springtime.;;;;;;;;;;;;;x
tp_sunwellcorrupted;Death-Corrupted Sunwell;;;;;;;;;;;;;x
tp_sunwellcorrupted_desc;The Sunwell, once a sacred beacon of High Elven culture, has fallen to the corruption of the Lich King's undeath after being used to resurrect the fallen necromancer, Kel'Thuzad.;;;;;;;;;;;;;x
tp_voidwell;Voidwell;;;;;;;;;;;;;x
tp_voidwell_desc;The Sunwell, once a sacred beacon of High Elven culture, has fallen to the corruption of the Void. What was once a beacon of Arcane and Light is now a hollow void drawing dark entities to Azeroth with nearly limitless power.;;;;;;;;;;;;;x
tp_felwell;Felwell;;;;;;;;;;;;;x
tp_felwell_desc;The Sunwell, once a sacred beacon of High Elven culture, has fallen to the corruption of Fel. What was once a beacon of Arcane and Light is now a profane Fel portal, summoning hundreds of demons to Azeroth, as well as fueling their war machine.;;;;;;;;;;;;;x
tp_sunwell_light;The Reborn Sunwell;;;;;;;;;;;;;x
tp_sunwell_light_desc;The Sunwell was formerly the heart of Quel'dorei civilization, after being lost to dark powers the Sunwell has been reborn with the Light. No longer merely a fount of Arcane, it is now a fount of the Holy Light, it's essence filling the Thalassian elves with the Light on a constant basis.;;;;;;;;;;;;;x
ca_vault_of_archavon;Vault of Archavon;;;;;;;;;;;;;x
ca_vault_of_archavon_desc;Seated atop a high plateau, this titanic vault remains undisturbed within Wintergrasp. The inside the titanic vault is protected by hordes of giants and their leader from which this vault takes it name, Archavon the Stone Watcher.;;;;;;;;;;;;;x
ca_eye_of_eternity;Eye of Eternity;;;;;;;;;;;;;x
ca_eye_of_eternity_desc;The Eye of Eternity is the personal domain of the of the blue dragon aspect, who at the time of creation was Malygos. It is a great convergence of all of Azeroth's leylines, manipulated by the blue dragons, and it is the point from which the Spell-Weaver guards the magic of the world.;;;;;;;;;;;;;x
ca_frozenthrone;Frozen Throne;;;;;;;;;;;;;x
ca_frozenthrone_desc;The Frozen Throne is the soul receptable of the orc shaman, Ner'zhul. The throne sits upon an incredible tall spire within a vast chamber. When Kil'jaeden had found enough satisfaction in the torturing of Ner'zhul's soul, the poor shaman's essence was thrown back through the Twisting Nether to Azeroth to serve as a weapon for the Legion. His soul was bound to the Helm of Domination and trapped within diamond-ice. From here, Ner'zhul's mental and magical capabilities are multiplied tremendously allowing for the hive mind control of seemingly endless undead hordes.;;;;;;;;;;;;;x
ca_icecrowncitadel;Ice Crown Citadel;;;;;;;;;;;;;x
ca_icecrowncitadel_desc;This ungodly citadel of undeath and despair was constructed by an endless horde of the Lich King's minions with the Frozen Throne acting as the crown jewel that sits atop and the chamber that the structure hugs itself around. Its saronite walls are nigh impenetrable, and it would take a truly impressive assault force to even step foot within the fortress of the Lich King itself.;;;;;;;;;;;;;x
tp_worldtree;The World Tree;;;;;;;;;;;;;x
tp_worldtree_desc;Nordrassil, meaning "Crown of the Heavens" in Darnassian, is the original World Tree of the night elves, located on the new Well of Eternity, atop Mount Hyjal. It granted the elves immortality, and allowed the druids to enter the Emerald Dream with ease. Nordrassil's roots grow deep into the earth, spreading life-giving energy across the world. This is similar to what the first Well of Eternity did before it was destroyed. Nordrassil is considered a sacred site by many ancients and nature itself will rise up to protect it if it is threatened. Nordrassil was grown from an acorn of the great tree G'hanir upon the new Well of Eternity created by Illidan. Nordrassil serves two purposes - Not only is it designed to keep others from abusing the magic of the new Well, but also to prevent the second fount's power from growing too great overtime.;;;;;;;;;;;;;x
tp_felworldtree;Defiled World Tree;;;;;;;;;;;;;x
tp_felworldtree_desc;The World Tree Nordrassil has been defiled and corrupted with Fel by the Legion, what was once a beacon of life is now a mockery designed to further the Legion's cause to exterminate all life on this world, drawing upon the corrupted waters beneath it's roots, the tree is fueling hundreds of demons, further adding to the nearly unstoppable power of the Burning Legion.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
